id,name,normalized_name,gender,gender_is_inferred
4473,Italian Sausage Maker,italian sausage maker,unknown,True
4474,GOAT LADY,goat lady,unknown,True
4475,Gondola Driver,gondola driver,unknown,True
4476,Joseph,joseph,unknown,True
4477,Hibbert Wise Man,hibbert wise man,unknown,True
4478,Skinner Wise Man,skinner wise man,unknown,True
4479,Frink Wise Man,frink wise man,unknown,True
4480,King Herod,king herod,unknown,True
4481,Shepherd Carl,shepherd carl,unknown,True
4482,Shepherd Lenny,shepherd lenny,unknown,True
4483,WISE MAN HIBBERT,wise man hibbert,unknown,True
4484,Baby Jesus,baby jesus,unknown,True
4485,Matthew,matthew,unknown,True
4486,Impaled Roman Soldiers,impaled roman soldiers,unknown,True
4487,Energizer Bunny,energizer bunny,unknown,True
4488,Battery,battery,unknown,True
4489,Cyrus,cyrus,unknown,True
4490,Elderly Cyrus,elderly cyrus,unknown,True
4491,Native Wives,native wives,unknown,True
4492,Coin Basket,coin basket,unknown,True
4493,Local Announcer,local announcer,unknown,True
4494,William H. Macy,william h macy,unknown,True
4495,Spanish Captain,spanish captain,unknown,True
4496,Spanish Sailor,spanish sailor,unknown,True
4497,Painter,painter,unknown,True
4498,Toddler Homer,toddler homer,unknown,True
4499,40-ish Grampa,40-ish grampa,unknown,True
4500,Myra,myra,unknown,True
4501,Large Frog,large frog,unknown,True
4502,6th Graders,6th graders,unknown,True
4503,Desk Agent,desk agent,unknown,True
4504,Fun Homer,fun homer,unknown,True
4505,Serious Homer,serious homer,unknown,True
4506,Stavros,stavros,unknown,True
4507,Salvation Army Driver,salvation army driver,unknown,True
4508,Bart-Jack,bart-jack,unknown,True
4509,Bart-waitress,bart-waitress,unknown,True
4510,Bart Head,bart head,unknown,True
4511,Film Loop,film loop,unknown,True
4512,Mary,mary,female,False
4513,Coach Krupt,coach krupt,male,False
4514,MASON,mason,male,False
4515,Go-cart Worker,go-cart worker,unknown,True
4516,Eli Stern VI,eli stern vi,unknown,True
4517,Willie's Dad,willies dad,unknown,True
4518,Baby Willie,baby willie,unknown,True
4519,Scottish Nurse,scottish nurse,unknown,True
4520,Groundskeeper Willie's Reflection,groundskeeper willies reflection,unknown,True
4521,Moe Recording,moe recording,unknown,True
4522,Charity Titters,charity titters,unknown,True
4523,Panic Room,panic room,unknown,True
4524,Bighorn Sheep,bighorn sheep,unknown,True
4525,Mr. Burns's Reflection,mr burnss reflection,unknown,True
4526,Pompous Explorer,pompous explorer,unknown,True
4527,Susan Sarandon,susan sarandon,unknown,True
4528,Randy Johnson,randy johnson,unknown,True
4529,Hispanic Man,hispanic man,unknown,True
4530,Antonio Fargas,antonio fargas,unknown,True
4531,Female Animal Caretaker,female animal caretaker,unknown,True
4532,Toot-Toot,toot-toot,unknown,True
4533,Party Goers,party goers,unknown,True
4534,Cold Sore,cold sore,unknown,True
4535,Nascar-type Announcer,nascar-type announcer,unknown,True
4536,SMOOTH-VOICED MAN,smooth-voiced man,unknown,True
4537,Dan Castellaneta,dan castellaneta,unknown,True
4538,Contestant #3,contestant 3,unknown,True
4539,Female Producer,female producer,unknown,True
4540,Verity,verity,unknown,True
4541,Panicky Cameraman,panicky cameraman,unknown,True
4542,Fox Cameraman,fox cameraman,unknown,True
4543,Irish Housekeeper,irish housekeeper,unknown,True
4544,Sports Anchor #2,sports anchor 2,unknown,True
4545,Point 'n' Laugh,point n laugh,unknown,True
4546,Rob Reiner,rob reiner,unknown,True
4547,Celebrity Impersonators,celebrity impersonators,unknown,True
4548,Owners,owners,unknown,True
4549,Battleaxe Female Owner,battleaxe female owner,unknown,True
4550,'Mike Wallace',mike wallace,unknown,True
4551,Dr. Egoyan,dr egoyan,unknown,True
4552,'Charlie Chaplin',charlie chaplin,unknown,True
4553,Jaquitos Leader,jaquitos leader,unknown,True
4554,Spanish P.A. Announcer,spanish pa announcer,unknown,True
4555,Male Factory Worker,male factory worker,unknown,True
4556,Female Factory Worker,female factory worker,unknown,True
4557,Pleading Factory Worker,pleading factory worker,unknown,True
4558,Factory Workers,factory workers,unknown,True
4559,Factory Worker #1,factory worker 1,unknown,True
4560,Factory Worker #2,factory worker 2,unknown,True
4561,Plant Workers,plant workers,unknown,True
4562,STARGATE CONVENTIONEERS,stargate conventioneers,unknown,True
4563,College Nerd,college nerd,unknown,True
4564,COLLEGE NERD #2,college nerd 2,unknown,True
4565,Indian Passenger,indian passenger,unknown,True
4566,Indian Man,indian man,unknown,True
4567,INDIAN MAN #2,indian man 2,unknown,True
4568,Indian Workers,indian workers,unknown,True
4569,Indian Worker #1,indian worker 1,unknown,True
4570,Indian Worker #2,indian worker 2,unknown,True
4571,Indian Worker #3,indian worker 3,unknown,True
4572,Kavi,kavi,unknown,True
4573,Indian Assistant,indian assistant,unknown,True
4574,Indian Bodyguard,indian bodyguard,unknown,True
4575,Richard Dean Anderson's Thoughts,richard dean andersons thoughts,unknown,True
4576,Beefeater Lenny,beefeater lenny,unknown,True
4577,Beefeater Carl,beefeater carl,unknown,True
4578,FLANDISH,flandish,unknown,True
4579,Moezekiel,moezekiel,unknown,True
4580,Mayflower Crew,mayflower crew,unknown,True
4581,Pilgrims,pilgrims,unknown,True
4582,Pilgrim Smithers,pilgrim smithers,unknown,True
4583,Brother Willie,brother willie,unknown,True
4584,Fletcher Christian,fletcher christian,unknown,True
4585,Crew,crew,unknown,True
4586,Bosun Willie,bosun willie,unknown,True
4587,King Homer,king homer,unknown,True
4588,Queen Marge,queen marge,unknown,True
4589,Tahitian Man,tahitian man,unknown,True
4590,Sculptor,sculptor,unknown,True
4591,Tahitian Juggler,tahitian juggler,unknown,True
4592,Half Of Crew,half of crew,unknown,True
4593,Capt. Burns,capt burns,unknown,True
4594,Old Jewish Woman,old jewish woman,unknown,True
4595,Surviving Men,surviving men,unknown,True
4596,CHIEF PETTY OFFICER WIGGUM,chief petty officer wiggum,unknown,True
4597,C.P.O. Wiggum,cpo wiggum,unknown,True
4598,Gilbert O. Sullivan,gilbert o sullivan,unknown,True
4599,Wise Old Cat,wise old cat,unknown,True
4600,Baby Itchy,baby itchy,unknown,True
4601,Knives,knives,unknown,True
4602,Hip Audience Members,hip audience members,unknown,True
4603,Juliana Krellner,juliana krellner,unknown,True
4604,Principal Upfoot,principal upfoot,unknown,True
4605,Mr. Pierce,mr pierce,unknown,True
4606,Assistant G.K. Skinner,assistant gk skinner,unknown,True
4607,Greater Than Or Equal To Sign,greater than or equal to sign,unknown,True
4608,Number 8,number 8,unknown,True
4609,Number 27,number 27,unknown,True
4610,Charles Heathbar,charles heathbar,male,False
4611,Richard Dean Anderson,richard dean anderson,male,False
4612,Bligh,bligh,male,False
4613,MELANIE UPFOOT,melanie upfoot,unknown,True
4614,Sal Bando,sal bando,unknown,True
4615,Gene Tenace,gene tenace,unknown,True
4616,Mail Lady,mail lady,unknown,True
4617,Bride,bride,unknown,True
4618,Housekeeper #1,housekeeper 1,unknown,True
4619,Housekeeper #2,housekeeper 2,unknown,True
4620,Housekeepers,housekeepers,unknown,True
4621,Facilitator,facilitator,unknown,True
4622,Bachelor #1,bachelor 1,unknown,True
4623,Grumpy-looking Man,grumpy-looking man,unknown,True
4624,Effeminate Bachelor,effeminate bachelor,unknown,True
4625,Good-looking Bachelor,good-looking bachelor,unknown,True
4626,Twin Guy #1,twin guy 1,unknown,True
4627,The Players,the players,unknown,True
4628,'Will Smith',will smith,unknown,True
4629,Museum Employee,museum employee,unknown,True
4630,Imax Narrator,imax narrator,unknown,True
4631,Melanie Griffith,melanie griffith,unknown,True
4632,Little Moe Szyslak,little moe szyslak,unknown,True
4633,Clarisse Drummond,clarisse drummond,unknown,True
4634,Wallace Brady,wallace brady,unknown,True
4635,Scientist-type,scientist-type,unknown,True
4636,DETECTIVE #1,detective 1,unknown,True
4637,Detective #2,detective 2,unknown,True
4638,HUNCH,hunch,unknown,True
4639,Female Left-fielder,female left-fielder,unknown,True
4640,BUCK/TABITHA,bucktabitha,unknown,True
4641,Sports Talk Radio Host,sports talk radio host,unknown,True
4642,2nd Duffman,2nd duffman,unknown,True
4643,DUFFMEN,duffmen,unknown,True
4644,Tito,tito,unknown,True
4645,Dragon,dragon,unknown,True
4646,James Hetfield,james hetfield,unknown,True
4647,Lars Ulrich,lars ulrich,unknown,True
4648,Kirk Hammett,kirk hammett,unknown,True
4649,Robert Trujillo,robert trujillo,unknown,True
4650,Spirits,spirits,unknown,True
4651,Calabresis,calabresis,unknown,True
4652,Dante Calabresi,dante calabresi,unknown,True
4653,DANTE JR.,dante jr,unknown,True
4654,Primo,primo,unknown,True
4655,Dr. Brentano,dr brentano,unknown,True
4656,Homer Drums,homer drums,unknown,True
4657,Jack White,jack white,unknown,True
4658,Meg White,meg white,unknown,True
4659,Skinny,skinny,unknown,True
4660,JAZZ MUSICIAN #2/MARBLES,jazz musician 2marbles,unknown,True
4661,Marbles,marbles,unknown,True
4662,Mutt,mutt,unknown,True
4663,Smiley,smiley,unknown,True
4664,GRIZZLED FEMALE VOICE,grizzled female voice,unknown,True
4665,Tootsie Childs,tootsie childs,unknown,True
4666,Persian Salesman,persian salesman,unknown,True
4667,'CLARA PELLER',clara peller,unknown,True
4668,'ROCKY BALBOA',rocky balboa,unknown,True
4669,Nascar Announcer,nascar announcer,unknown,True
4670,Contractors,contractors,unknown,True
4671,Contractor #1,contractor 1,unknown,True
4672,Contractor #2,contractor 2,unknown,True
4673,Mr. Peanut,mr peanut,unknown,True
4674,Coaster Weirdoes,coaster weirdoes,unknown,True
4675,Male Coaster Weirdo,male coaster weirdo,unknown,True
4676,Female Coaster Weirdo,female coaster weirdo,unknown,True
4677,Teen Girl,teen girl,unknown,True
4678,SIR MIX-A-LOT,sir mix-a-lot,unknown,True
4679,50-Foot Lenny,50-foot lenny,unknown,True
4680,Invisible Carl,invisible carl,unknown,True
4681,SOUTHERN TV THERAPIST,southern tv therapist,unknown,True
4682,DR. PHIL,dr phil,unknown,True
4683,Fudge Box,fudge box,unknown,True
4684,Heckler #1,heckler 1,unknown,True
4685,Heckler #2,heckler 2,unknown,True
4686,Shape,shape,unknown,True
4687,Golem,golem,unknown,True
4688,Female Golem,female golem,unknown,True
4689,'Orson Welles',orson welles,unknown,True
4690,Production Assistant,production assistant,unknown,True
4691,Recruiter #1,recruiter 1,unknown,True
4692,Recruiter #2,recruiter 2,unknown,True
4693,Drill Sergeant,drill sergeant,unknown,True
4694,Female Sergeant,female sergeant,unknown,True
4695,Cereal Captain,cereal captain,unknown,True
4696,Southern Soldier,southern soldier,unknown,True
4697,Assorted Townspeople,assorted townspeople,unknown,True
4698,Homeless Lady,homeless lady,unknown,True
4699,Meek Assistant,meek assistant,unknown,True
4700,Dwarf Cop,dwarf cop,unknown,True
4701,Tweedy Writers,tweedy writers,unknown,True
4702,Tom Wolfe,tom wolfe,unknown,True
4703,Admirers,admirers,unknown,True
4704,Festival Host,festival host,unknown,True
4705,Gore Vidal,gore vidal,unknown,True
4706,Woman At Festival,woman at festival,unknown,True
4707,Man At Festival,man at festival,unknown,True
4708,Michael Chabon,michael chabon,unknown,True
4709,Stoner In Audience,stoner in audience,unknown,True
4710,Jonathan Franzen,jonathan franzen,unknown,True
4711,Older Vermont Man,older vermont man,unknown,True
4712,Grad Students,grad students,unknown,True
4713,Vermont Woman,vermont woman,unknown,True
4714,Other Men,other men,unknown,True
4715,Max,max,unknown,True
4716,TABITHA,tabitha,female,False
4717,OLDER WOMAN'S VOICE,older womans voice,unknown,True
4718,Max's Widow,maxs widow,unknown,True
4719,Opal,opal,unknown,True
4720,Prof. Stein,prof stein,unknown,True
4721,Disclaimer,disclaimer,unknown,True
4722,Skinny Kid,skinny kid,unknown,True
4723,Anguished Man,anguished man,unknown,True
4724,iPod,ipod,unknown,True
4725,DEWEY BUNNEL OF 'AMERICA',dewey bunnel of america,unknown,True
4726,'Spider-Man',spider-man,unknown,True
4727,'Dr. Octopus',dr octopus,unknown,True
4728,Greystash,greystash,unknown,True
4729,ANGELICA,angelica,unknown,True
4730,Snake Wizard,snake wizard,unknown,True
4731,2-headed Woman,2-headed woman,unknown,True
4732,Dummy,dummy,unknown,True
4733,MUFFLED FEMALE VOICE,muffled female voice,unknown,True
4734,T.R. Francis,tr francis,unknown,True
4735,Galahad,galahad,unknown,True
4736,Maluicious Krubb,maluicious krubb,unknown,True
4737,Angelica Button,angelica button,unknown,True
4738,Telephone Worker,telephone worker,unknown,True
4739,Ice Dancers,ice dancers,unknown,True
4740,Elvis Stojko,elvis stojko,unknown,True
4741,Snowman,snowman,unknown,True
4742,Candy Cane,candy cane,unknown,True
4743,Grumple,grumple,unknown,True
4744,Phillip,phillip,unknown,True
4745,Costington's Daughter,costingtons daughter,unknown,True
4746,PEPPY FEMALE TV ANNOUNCER,peppy female tv announcer,unknown,True
4747,13-Year-Old Patty,13-year-old patty,unknown,True
4748,7-Year-Old Marge,7-year-old marge,unknown,True
4749,Leather-skinned Man,leather-skinned man,unknown,True
4750,Salespeople,salespeople,unknown,True
4751,Gil's Boss,gils boss,unknown,True
4752,Grumples,grumples,unknown,True
4753,Female Candy Worker,female candy worker,unknown,True
4754,Candy Workers,candy workers,unknown,True
4755,Male Candy Worker,male candy worker,unknown,True
4756,Zeke,zeke,unknown,True
4757,Grizzled Old Salt,grizzled old salt,unknown,True
4758,Fausto,fausto,unknown,True
4759,Voice From Diorama,voice from diorama,unknown,True
4760,Weather Forecaster,weather forecaster,unknown,True
4761,Preacher,preacher,unknown,True
4762,Man In I.N.S. Jacket,man in ins jacket,unknown,True
4763,Mermaid,mermaid,unknown,True
4764,GRUFF JAPANESE SAILOR,gruff japanese sailor,unknown,True
4765,Lumberjack,lumberjack,unknown,True
4766,Meaux,meaux,unknown,True
4767,Gendarme Wiggum,gendarme wiggum,unknown,True
4768,Footman Mel,footman mel,unknown,True
4769,All Partygoers,all partygoers,unknown,True
4770,Bandit,bandit,unknown,True
4771,Bart-man,bart-man,unknown,True
4772,The Serpent,the serpent,unknown,True
4773,Poison Lenny,poison lenny,unknown,True
4774,Bathing Beauty,bathing beauty,unknown,True
4775,Cletus' Son,cletus son,unknown,True
4776,NATIVE AMERICAN REPORTER,native american reporter,unknown,True
4777,John Squawking Bear,john squawking bear,unknown,True
4778,Hippie Hulk,hippie hulk,unknown,True
4779,PRETTY BLONDE GIRL,pretty blonde girl,unknown,True
4780,Teen Boy,teen boy,unknown,True
4781,Odd-looking Man,odd-looking man,unknown,True
4782,Darcy's Mom,darcys mom,unknown,True
4783,Darcy's Dad,darcys dad,unknown,True
4784,11-Year-Old Moe,11-year-old moe,unknown,True
4785,8-Year-Old Lenny,8-year-old lenny,unknown,True
4786,8-Year-Old Carl,8-year-old carl,unknown,True
4787,8-Year-Old Barney,8-year-old barney,unknown,True
4788,8-Year-Old Homer,8-year-old homer,unknown,True
4789,Other Children,other children,unknown,True
4790,8-Year-Old Wiggum,8-year-old wiggum,unknown,True
4791,16-Year-Old Wiggum,16-year-old wiggum,unknown,True
4792,24-Year-Old Wiggum,24-year-old wiggum,unknown,True
4793,32-Year-Old Wiggum,32-year-old wiggum,unknown,True
4794,24-Year-Old Homer,24-year-old homer,unknown,True
4795,Grieving Widow,grieving widow,unknown,True
4796,32-Year-Old Homer,32-year-old homer,unknown,True
4797,Band Leader,band leader,unknown,True
4798,8-Year-Old Frink,8-year-old frink,unknown,True
4799,8-Year-Old Eleanor,8-year-old eleanor,unknown,True
4800,24-Year-Old Eleanor,24-year-old eleanor,unknown,True
4801,32-Year-Old Eleanor,32-year-old eleanor,unknown,True
4802,8-Year-Old Marge,8-year-old marge,unknown,True
4803,8-Year-Old Comic Book Guy,8-year-old comic book guy,unknown,True
4804,24-Year-Old Marge,24-year-old marge,unknown,True
4805,Young Sea Captain,young sea captain,unknown,True
4806,Climber #1,climber 1,unknown,True
4807,Climber #2,climber 2,unknown,True
4808,Blind Climber,blind climber,unknown,True
4809,MANLY VOICE,manly voice,unknown,True
4810,James Patterson,james patterson,unknown,True
4811,Dark Stanley,dark stanley,unknown,True
4812,School Psychologist,school psychologist,unknown,True
4813,George W. Bush,george w bush,unknown,True
4814,12-YEAR-OLD YOKEL GIRL,12-year-old yokel girl,unknown,True
4815,11-YEAR OLD YOKEL GIRL,11-year old yokel girl,unknown,True
4816,10-YEAR OLD YOKEL BOY,10-year old yokel boy,unknown,True
4817,9-YEAR OLD YOKEL BOY,9-year old yokel boy,unknown,True
4818,8-YEAR OLD YOKEL GIRL,8-year old yokel girl,unknown,True
4819,7-YEAR OLD YOKEL BOY,7-year old yokel boy,unknown,True
4820,6-YEAR OLD YOKEL BOY,6-year old yokel boy,unknown,True
4821,Chinese Restaurateur,chinese restaurateur,unknown,True
4822,Dr. Swanson,dr swanson,unknown,True
4823,Videogame Narrator,videogame narrator,unknown,True
4824,Witney Spuckler,witney spuckler,unknown,True
4825,Jitney Spuckler,jitney spuckler,unknown,True
4826,BIRTHDAY,birthday,unknown,True
4827,INCEST,incest,unknown,True
4828,Spuckler Kids,spuckler kids,unknown,True
4829,CRYSTAL METH,crystal meth,unknown,True
4830,Stephen Sondheim,stephen sondheim,unknown,True
4831,Dog Statue,dog statue,unknown,True
4832,Psychologist,psychologist,unknown,True
4833,Andy Dick,andy dick,unknown,True
4834,Moon Cletus,moon cletus,unknown,True
4835,Selma's Brain,selmas brain,unknown,True
4836,Box Delivery Man,box delivery man,unknown,True
4837,Scariest Driver,scariest driver,unknown,True
4838,Delivery People,delivery people,unknown,True
4839,Winged Dragon,winged dragon,unknown,True
4840,Male Assistant,male assistant,unknown,True
4841,Female Assistant,female assistant,unknown,True
4842,Male Coworker,male coworker,unknown,True
4843,Male Dmv Suit,male dmv suit,unknown,True
4844,Female Dmv Suit,female dmv suit,unknown,True
4845,Flint Drywall,flint drywall,unknown,True
4846,Tabloid Editor,tabloid editor,unknown,True
4847,Paris Texan,paris texan,unknown,True
4848,Rose Quimby,rose quimby,unknown,True
4849,MARIA SHRIVER KENNEDY QUIMBY,maria shriver kennedy quimby,unknown,True
